User,Store,Product,Size,Transaction_Date,WeekDay,Price
10000,Tesco,7003,L,2019-06-21,Friday,6.49
10000,Tesco,7014,L,2019-06-21,Friday,7.0
10000,Lidl,7014,S,2019-05-03,Friday,3.76
10000,Lidl,7012,S,2019-05-03,Friday,0.86
10000,Lidl,7003,S,2019-05-03,Friday,1.68
10000,Lidl,7009,S,2019-05-03,Friday,1.37
10000,Lidl,7011,S,2019-05-03,Friday,3.66
10000,Tesco,7008,S,2019-07-11,Thursday,2.99
10000,Aldi,7009,M,2019-08-08,Thursday,4.41
10000,Aldi,7003,L,2018-08-22,Wednesday,6.99
10000,Tesco,7002,L,2018-08-18,Saturday,6.21
10000,Lidl,7014,M,2018-08-31,Friday,4.39
10000,Aldi,7011,M,2019-08-19,Monday,5.52
10000,Aldi,7012,M,2019-08-19,Monday,4.5
10000,Tesco,7014,M,2018-09-03,Monday,5.88
10000,Tesco,7012,M,2018-09-03,Monday,4.37
10000,Tesco,7006,M,2018-09-03,Monday,5.23
10000,Aldi,7014,M,2019-08-19,Monday,4.33
10000,Tesco,7003,L,2019-06-08,Saturday,8.06
10000,Tesco,7006,L,2019-06-08,Saturday,7.83
10000,Tesco,7006,L,2018-08-18,Saturday,6.23
10000,Lidl,7006,M,2019-04-06,Saturday,4.87
10000,Lidl,7009,M,2019-04-06,Saturday,4.91
10000,Tesco,7014,M,2019-08-16,Friday,5.72
10000,Tesco,7012,M,2019-08-16,Friday,4.44
10000,Tesco,7014,M,2019-08-14,Wednesday,4.27
10000,Tesco,7002,M,2019-08-14,Wednesday,5.36
10000,Tesco,7003,L,2018-08-18,Saturday,6.1
10000,Tesco,7009,M,2019-08-14,Wednesday,5.46
10000,Lidl,7006,M,2018-08-31,Friday,4.24
10000,Lidl,7008,M,2019-04-06,Saturday,4.29
10000,Tesco,7014,M,2019-09-16,Monday,5.15
10000,Aldi,7014,L,2018-08-22,Wednesday,6.51
10000,Aldi,7003,L,2019-05-25,Saturday,6.73
10000,Tesco,7006,M,2018-09-18,Tuesday,4.42
10000,Lidl,7002,L,2019-05-03,Friday,7.33
10000,Lidl,7008,L,2019-05-03,Friday,6.78
10000,Aldi,7012,S,2019-02-20,Wednesday,1.9
10000,Aldi,7009,M,2019-09-09,Monday,4.56
10000,Aldi,7011,M,2019-09-09,Monday,4.5
10000,Aldi,7002,M,2019-09-09,Monday,4.69
10000,Aldi,7012,M,2019-09-09,Monday,4.92
10000,Aldi,7006,S,2018-12-26,Wednesday,3.18
10000,Aldi,7006,S,2019-10-25,Friday,2.28
10000,Tesco,7011,M,2019-01-30,Wednesday,4.55
10000,M&S,7009,L,2019-05-07,Tuesday,7.77
10000,Aldi,7002,M,2019-09-08,Sunday,5.8
10000,Aldi,7011,M,2019-09-08,Sunday,4.52
10000,M&S,7012,L,2019-05-07,Tuesday,6.19
10000,Tesco,7009,L,2018-10-20,Saturday,7.54
10000,Aldi,7002,S,2019-07-27,Saturday,2.15
10000,Tesco,7002,M,2018-09-18,Tuesday,5.69
10000,Aldi,7006,S,2019-02-20,Wednesday,2.22
10000,Aldi,7009,S,2019-07-30,Tuesday,0.94
10000,Aldi,7006,S,2019-07-30,Tuesday,3.43
10000,Aldi,7008,M,2018-12-26,Wednesday,5.03
10000,Aldi,7009,M,2018-12-26,Wednesday,4.48
10000,Tesco,7011,S,2019-04-25,Thursday,0.88
10000,Tesco,7009,L,2019-04-23,Tuesday,7.11
10000,Tesco,7011,M,2019-09-16,Monday,4.58
10000,Tesco,7014,L,2019-04-25,Thursday,8.28
10000,Tesco,7003,L,2019-04-25,Thursday,6.61
10000,Aldi,7011,M,2018-12-26,Wednesday,4.75
10000,Aldi,7009,S,2019-07-27,Saturday,3.2
10000,Tesco,7009,L,2019-04-25,Thursday,6.58
10000,Lidl,7006,M,2018-09-20,Thursday,4.56
10000,Lidl,7009,M,2018-09-20,Thursday,4.16
10000,Aldi,7008,L,2019-04-27,Saturday,6.61
10000,Aldi,7003,L,2019-04-27,Saturday,8.11
10000,Aldi,7011,M,2019-09-12,Thursday,5.61
10000,Aldi,7008,M,2019-09-12,Thursday,4.18
10000,Aldi,7012,M,2019-09-12,Thursday,4.66
10000,Aldi,7012,S,2019-07-30,Tuesday,0.91
10000,Tesco,7008,S,2019-04-25,Thursday,1.18
10000,Aldi,7012,S,2019-07-27,Saturday,1.85
10000,Aldi,7002,L,2018-08-27,Monday,7.04
10000,Aldi,7003,L,2018-08-27,Monday,8.09
10000,Tesco,7003,L,2019-05-17,Friday,6.63
10000,Tesco,7012,M,2018-09-12,Wednesday,5.07
10000,Tesco,7006,M,2018-09-12,Wednesday,4.39
10000,Aldi,7009,S,2018-12-29,Saturday,0.86
10000,Tesco,7011,M,2018-09-12,Wednesday,4.11
10000,Tesco,7002,M,2018-09-12,Wednesday,5.61
10000,Tesco,7003,L,2019-05-18,Saturday,6.44
10000,Aldi,7006,S,2018-12-29,Saturday,0.87
10000,Tesco,7002,L,2019-05-17,Friday,7.73
10000,Aldi,7008,M,2019-08-31,Saturday,4.31
10000,Aldi,7014,M,2019-04-01,Monday,5.78
10000,Aldi,7008,M,2019-04-01,Monday,5.51
10000,Tesco,7012,S,2019-07-23,Tuesday,2.39
10000,Tesco,7006,S,2019-07-23,Tuesday,1.15
10000,Tesco,7008,S,2019-07-23,Tuesday,1.68
10000,Tesco,7011,M,2019-08-28,Wednesday,5.79
10000,Aldi,7002,M,2019-04-01,Monday,5.17
10000,Aldi,7008,L,2019-05-25,Saturday,8.31
10000,Aldi,7009,M,2019-04-01,Monday,4.76
10000,Aldi,7014,L,2019-05-25,Saturday,6.12
10000,Tesco,7008,S,2018-09-25,Tuesday,2.82
10000,Tesco,7009,S,2018-09-25,Tuesday,2.15
10000,Aldi,7006,S,2019-04-27,Saturday,3.19
10000,Tesco,7009,M,2019-01-30,Wednesday,4.55
10000,Tesco,7002,M,2019-01-30,Wednesday,4.83
10000,Aldi,7009,S,2019-04-27,Saturday,2.44
10000,Aldi,7012,M,2019-09-04,Wednesday,4.46
10000,Aldi,7002,M,2019-09-04,Wednesday,4.78
10000,Aldi,7008,M,2019-09-04,Wednesday,4.34
10000,Aldi,7009,M,2019-09-04,Wednesday,5.42
10000,Tesco,7006,S,2018-09-25,Tuesday,1.14
10000,Aldi,7011,M,2018-09-15,Saturday,5.31
10000,Aldi,7011,M,2018-12-29,Saturday,5.78
10000,Aldi,7014,M,2018-12-29,Saturday,4.39
10000,Aldi,7012,M,2018-12-29,Saturday,5.43
10000,Aldi,7014,L,2019-05-14,Tuesday,6.11
10000,Aldi,7008,M,2018-12-29,Saturday,5.32
10000,Aldi,7003,L,2019-05-14,Tuesday,6.94
10000,Aldi,7002,L,2019-05-14,Tuesday,7.69
10000,Lidl,7002,L,2018-08-24,Friday,8.32
10000,Aldi,7014,M,2018-09-15,Saturday,5.01
10000,Tesco,7002,S,2019-07-11,Thursday,2.67
10000,Aldi,7002,L,2019-03-01,Friday,6.15
10000,Tesco,7008,S,2018-09-12,Wednesday,3.69
10000,Aldi,7006,S,2019-09-24,Tuesday,1.08
10000,Aldi,7012,S,2019-09-24,Tuesday,0.62
10000,Aldi,7014,L,2018-11-25,Sunday,7.06
10000,Aldi,7011,L,2018-11-25,Sunday,7.21
10000,Aldi,7009,S,2018-11-22,Thursday,3.76
10000,Aldi,7003,L,2018-11-25,Sunday,7.41
10000,Tesco,7008,S,2018-08-06,Monday,2.57
10000,Tesco,7009,S,2018-08-06,Monday,1.0
10000,Tesco,7011,S,2018-08-06,Monday,1.04
10000,Tesco,7002,S,2018-08-06,Monday,3.75
10000,Lidl,7002,S,2018-08-04,Saturday,1.4
10000,Lidl,7006,S,2018-08-04,Saturday,0.6
10000,Aldi,7008,L,2018-11-29,Thursday,6.17
10000,Lidl,7003,S,2018-08-04,Saturday,3.64
10000,Lidl,7012,S,2018-08-04,Saturday,3.06
10000,Aldi,7003,L,2018-11-29,Thursday,7.15
10000,Lidl,7014,S,2018-08-04,Saturday,3.54
10000,Aldi,7006,S,2019-10-10,Thursday,2.95
10000,Aldi,7009,S,2019-10-10,Thursday,1.06
10000,Tesco,7008,S,2019-04-04,Thursday,1.48
10000,Tesco,7014,M,2018-12-11,Tuesday,4.1
10000,Aldi,7003,L,2018-11-18,Sunday,8.22
10000,Aldi,7003,L,2018-10-12,Friday,7.22
10000,Aldi,7009,L,2018-11-18,Sunday,7.67
10000,Aldi,7002,L,2018-11-18,Sunday,6.73
10000,Aldi,7008,L,2018-11-18,Sunday,6.54
10000,Tesco,7012,S,2019-03-05,Tuesday,0.9
10000,Aldi,7009,M,2018-11-25,Sunday,4.6
10000,Aldi,7008,M,2018-11-25,Sunday,5.65
10000,Tesco,7002,M,2018-12-11,Tuesday,5.27
10000,Aldi,7006,S,2018-11-22,Thursday,1.61
10000,Tesco,7002,S,2019-04-04,Thursday,3.39
10000,Aldi,7011,L,2018-11-22,Thursday,6.63
10000,Aldi,7012,S,2018-11-13,Tuesday,2.52
10000,Aldi,7006,S,2018-11-13,Tuesday,2.86
10000,Aldi,7002,L,2018-11-22,Thursday,6.95
10000,Aldi,7014,L,2018-11-22,Thursday,7.09
10000,Aldi,7003,L,2018-11-22,Thursday,6.49
10000,Tesco,7006,M,2018-12-11,Tuesday,5.85
10000,Tesco,7003,L,2018-11-19,Monday,6.6
10000,Lidl,7011,S,2018-08-04,Saturday,3.16
10000,Aldi,7012,M,2018-11-22,Thursday,5.39
10000,Aldi,7008,M,2018-11-22,Thursday,4.38
10000,Aldi,7006,S,2018-07-29,Sunday,3.02
10000,Lidl,7003,S,2019-04-06,Saturday,0.88
10000,Aldi,7012,S,2019-03-09,Saturday,2.25
10000,Aldi,7014,M,2019-02-20,Wednesday,5.8
10000,Aldi,7002,M,2019-02-20,Wednesday,5.68
10000,Aldi,7014,M,2018-11-18,Sunday,4.21
10000,Aldi,7011,M,2018-11-18,Sunday,4.74
10000,Aldi,7008,M,2019-02-20,Wednesday,5.35
10000,Aldi,7006,S,2019-03-09,Saturday,1.77
10000,Lidl,7003,S,2018-08-31,Friday,1.52
10000,Aldi,7011,M,2019-02-20,Wednesday,4.22
10000,Aldi,7009,M,2019-02-20,Wednesday,4.58
10000,Tesco,7003,L,2018-12-11,Tuesday,7.66
10000,Aldi,7012,S,2018-11-25,Sunday,2.51
10000,Aldi,7006,S,2018-11-25,Sunday,1.26
10000,Lidl,7002,L,2018-12-13,Thursday,7.1
10000,Aldi,7002,S,2018-11-25,Sunday,3.66
10000,Aldi,7006,S,2019-10-12,Saturday,2.58
10000,Lidl,7012,S,2018-08-31,Friday,2.42
10000,Aldi,7008,L,2018-10-12,Friday,7.31
10000,Aldi,7003,L,2018-12-07,Friday,6.94
10000,Aldi,7002,L,2018-12-07,Friday,6.74
10000,Aldi,7009,L,2018-12-01,Saturday,6.52
10000,Aldi,7011,L,2018-12-01,Saturday,6.21
10000,Aldi,7008,L,2018-12-01,Saturday,7.54
10000,Aldi,7003,L,2018-12-01,Saturday,6.35
10000,Aldi,7014,L,2018-12-01,Saturday,6.52
10000,Tesco,7014,M,2018-11-19,Monday,4.16
10000,Tesco,7006,M,2018-11-19,Monday,4.79
10000,Tesco,7009,M,2018-11-19,Monday,4.64
10000,Aldi,7014,L,2018-12-07,Friday,8.18
10000,Tesco,7011,M,2018-11-19,Monday,4.47
10000,Lidl,7011,S,2019-04-06,Saturday,2.94
10000,Tesco,7008,S,2018-08-01,Wednesday,3.37
10000,Aldi,7002,S,2019-09-20,Friday,3.48
10000,Aldi,7006,S,2019-09-20,Friday,2.71
10000,Lidl,7012,S,2019-04-06,Saturday,2.72
10000,Tesco,7003,L,2018-12-06,Thursday,8.06
10000,Lidl,7014,M,2018-12-13,Thursday,5.15
10000,Lidl,7008,M,2018-12-13,Thursday,4.23
10000,Tesco,7014,S,2018-08-01,Wednesday,3.16
10000,Spar,7012,L,2018-10-06,Saturday,7.27
10000,Tesco,7014,S,2019-03-05,Tuesday,1.48
10000,Tesco,7006,S,2019-03-05,Tuesday,2.38
10000,Tesco,7012,M,2018-12-06,Thursday,5.82
10000,Aldi,7006,S,2019-04-01,Monday,1.71
10000,Aldi,7009,S,2019-10-03,Thursday,3.55
10000,Aldi,7002,S,2019-10-03,Thursday,0.82
10000,Aldi,7006,S,2019-10-03,Thursday,1.63
10000,Aldi,7012,S,2019-10-03,Thursday,2.11
10000,Aldi,7011,L,2018-10-17,Wednesday,8.11
10000,Aldi,7003,L,2018-10-17,Wednesday,6.48
10000,Aldi,7003,L,2018-10-30,Tuesday,7.73
10000,Aldi,7014,L,2018-10-30,Tuesday,6.98
10000,Tesco,7008,S,2018-08-18,Saturday,2.44
10000,Tesco,7006,S,2019-03-29,Friday,1.77
10000,Tesco,7008,S,2019-03-29,Friday,1.7
10000,Tesco,7009,S,2019-03-29,Friday,1.98
10000,Aldi,7012,S,2019-04-01,Monday,2.01
10000,Tesco,7014,L,2018-10-15,Monday,7.87
10000,Aldi,7006,S,2019-10-01,Tuesday,0.92
10000,Tesco,7002,M,2018-12-06,Thursday,4.8
10000,Tesco,7006,M,2018-12-06,Thursday,4.99
10000,Aldi,7009,M,2019-02-11,Monday,5.84
10000,Tesco,7002,L,2018-10-26,Friday,7.16
10000,Tesco,7003,L,2018-10-20,Saturday,6.7
10000,Lidl,7009,S,2018-08-24,Friday,2.34
10000,Lidl,7006,S,2018-08-24,Friday,1.33
10000,Aldi,7014,M,2019-02-11,Monday,5.74
10000,Aldi,7012,M,2019-02-11,Monday,4.56
10000,Lidl,7003,S,2018-08-24,Friday,1.92
10000,Tesco,7008,S,2019-10-06,Sunday,3.78
10000,Tesco,7012,S,2019-10-06,Sunday,1.85
10000,Aldi,7009,S,2019-10-01,Tuesday,3.63
10000,Aldi,7012,S,2018-08-22,Wednesday,2.12
10000,Aldi,7014,L,2018-10-23,Tuesday,7.72
10000,Aldi,7003,L,2018-10-23,Tuesday,7.17
10000,Aldi,7002,L,2018-10-23,Tuesday,8.37
10000,Aldi,7008,L,2018-10-23,Tuesday,6.49
10000,Aldi,7008,M,2018-12-07,Friday,5.12
10000,Aldi,7011,M,2018-12-07,Friday,5.23
10000,Tesco,7014,L,2018-10-26,Friday,7.51
10000,Tesco,7003,L,2018-10-26,Friday,7.37
10000,Aldi,7006,S,2018-08-22,Wednesday,2.82
10000,Tesco,7012,S,2018-08-18,Saturday,2.21
10000,Tesco,7011,S,2019-03-29,Friday,2.91
10000,Tesco,7014,S,2018-08-18,Saturday,1.67
10000,Tesco,7008,S,2018-11-19,Monday,1.94
10000,Tesco,7002,S,2018-11-19,Monday,2.5
