Approx_Item_Price,Days_Left,Frequent_Item,Last_Purchased,Preferred_Shopping_Weekday,Preferred_Store,Product,Product_Name,Purchase_Freq,Reminders,Size,User
7.31081081081081,10,1.0,2019-11-08,Friday,Tesco,7009.0,Sugar,17.0,0,L,10000.0
4.948958333333333,False Positive,0.0,2019-10-17,Monday,Tesco,7009.0,Sugar,4.0,Inactive,M,10000.0
7.800000000000001,230,1.0,2019-07-03,Wednesday,Aldi,7016.0,Cake,365.0,0,L,10000.0
7.297073170731711,9,1.0,2019-11-05,Tuesday,Lidl,7015.0,Chips,19.0,0,L,10001.0
5.075185185185183,False Positive,0.0,2019-10-30,Sunday,Aldi,7015.0,Chips,3.0,Inactive,M,10001.0
2.166041666666667,False Positive,0.0,2019-10-10,Thursday,Aldi,7015.0,Chips,3.0,Inactive,S,10001.0
7.322499999999999,False Positive,0.0,2019-11-05,Saturday,Aldi,7000.0,Milk,4.0,Inactive,L,10001.0
5.008260869565218,False Positive,0.0,2019-10-30,Tuesday,Aldi,7000.0,Milk,3.0,Inactive,M,10001.0
2.1437777777777782,False Positive,0.0,2019-10-10,Monday,Lidl,7000.0,Milk,3.0,Inactive,S,10001.0
2.5363157894736843,13,1.0,2019-11-05,Monday,Tesco,7008.0,Coffee,23.0,0,S,10001.0
4.908591549295776,False Positive,0.0,2019-10-30,Tuesday,Aldi,7008.0,Coffee,3.0,Inactive,M,10001.0
7.166415094339624,False Positive,0.0,2019-10-24,Thursday,Aldi,7008.0,Coffee,8.0,Inactive,L,10001.0
5.089999999999999,Missed,1.0,2019-11-05,Tuesday,Lidl,7006.0,Chicken,5.0,2,M,10001.0
2.2744565217391313,False Positive,0.0,2019-10-30,Thursday,Aldi,7006.0,Chicken,3.0,Inactive,S,10001.0
7.1641176470588235,Missed,1.0,2019-10-17,Monday,M&S,7006.0,Chicken,23.0,1,L,10001.0
2.1487500000000006,False Positive,0.0,2019-11-05,Tuesday,Aldi,7013.0,Bleach,3.0,Inactive,S,10001.0
7.1825806451612895,False Positive,0.0,2019-10-30,Wednesday,Lidl,7013.0,Bleach,6.0,Inactive,L,10001.0
4.982857142857142,False Positive,0.0,2019-10-24,Sunday,Aldi,7013.0,Bleach,3.0,Inactive,M,10001.0
2.078163265306123,False Positive,0.0,2019-11-05,Thursday,Aldi,7005.0,Sauce,3.0,Inactive,S,10001.0
6.861521739130435,Missed,1.0,2019-10-30,Saturday,Lidl,7005.0,Sauce,9.0,1,L,10001.0
5.0616666666666665,False Positive,0.0,2019-10-17,Monday,Aldi,7005.0,Sauce,4.0,Inactive,M,10001.0
2.2783333333333333,Missed,1.0,2019-11-10,Wednesday,Aldi,7010.0,Cooking Oil,3.0,1,S,10002.0
7.14,False Positive,0.0,2019-10-23,Tuesday,Aldi,7010.0,Cooking Oil,6.0,Inactive,L,10002.0
4.898333333333334,False Positive,0.0,2019-10-21,Sunday,Tesco,7010.0,Cooking Oil,6.0,Inactive,M,10002.0
4.945797101449275,Missed,1.0,2019-11-10,Sunday,Aldi,7007.0,Beef,3.0,1,M,10002.0
2.0518604651162793,Missed,1.0,2019-11-03,Thursday,Aldi,7007.0,Beef,8.0,1,S,10002.0
7.1521739130434785,False Positive,0.0,2019-10-21,Monday,Lidl,7007.0,Beef,6.0,Inactive,L,10002.0
5.157719298245613,Missed,1.0,2019-11-10,Sunday,Lidl,7009.0,Sugar,4.0,1,M,10002.0
7.144523809523808,Missed,1.0,2019-11-08,Wednesday,Aldi,7009.0,Sugar,4.0,1,L,10002.0
2.276111111111111,False Positive,0.0,2019-11-03,Sunday,Aldi,7009.0,Sugar,3.0,Inactive,S,10002.0
2.287647058823529,3,1.0,2019-11-10,Tuesday,Lidl,7014.0,Cookies,8.0,0,S,10002.0
5.069661016949153,False Positive,0.0,2019-11-08,Sunday,Aldi,7014.0,Cookies,3.0,Inactive,M,10002.0
7.155762711864405,False Positive,0.0,2019-10-27,Monday,Aldi,7014.0,Cookies,4.0,Inactive,L,10002.0
2.445217391304347,1,1.0,2019-11-10,Monday,Tesco,7008.0,Coffee,6.0,0,S,10002.0
4.979836065573772,False Positive,0.0,2019-11-08,Monday,Aldi,7008.0,Coffee,3.0,Inactive,M,10002.0
7.192941176470591,Missed,1.0,2019-11-03,Sunday,Aldi,7008.0,Coffee,7.0,1,L,10002.0
2.1784745762711863,Missed,1.0,2019-11-10,Sunday,Aldi,7013.0,Bleach,3.0,1,S,10002.0
5.070363636363637,Missed,1.0,2019-11-08,Thursday,Aldi,7013.0,Bleach,4.0,1,M,10002.0
7.420000000000001,7,1.0,2019-11-03,Friday,Lidl,7013.0,Bleach,19.0,0,L,10002.0
2.055454545454545,Missed,1.0,2019-11-10,Monday,Lidl,7001.0,Soap,3.0,1,S,10002.0
7.2740983606557394,False Positive,0.0,2019-11-08,Sunday,Aldi,7001.0,Soap,3.0,Inactive,L,10002.0
4.939615384615385,False Positive,0.0,2019-10-27,Wednesday,Aldi,7001.0,Soap,4.0,Inactive,M,10002.0
7.152954545454546,Missed,1.0,2019-11-10,Thursday,Aldi,7005.0,Sauce,3.0,1,L,10002.0
4.98657894736842,False Positive,0.0,2019-11-03,Tuesday,Aldi,7005.0,Sauce,3.0,Inactive,M,10002.0
2.2345283018867925,False Positive,0.0,2019-10-23,Sunday,Aldi,7005.0,Sauce,3.0,Inactive,S,10002.0
7.039787234042555,False Positive,0.0,2019-11-10,Monday,Aldi,7000.0,Milk,2.0,Inactive,L,10002.0
4.852884615384616,False Positive,0.0,2019-11-03,Thursday,Aldi,7000.0,Milk,4.0,Inactive,M,10002.0
2.3680555555555554,Missed,1.0,2019-10-21,Tuesday,Aldi,7000.0,Milk,13.0,1,S,10002.0
7.221785714285715,0,1.0,2019-11-10,Monday,Aldi,7002.0,Shampoo,5.0,0,L,10002.0
2.2750000000000004,False Positive,0.0,2019-10-27,Tuesday,Aldi,7002.0,Shampoo,9.0,Inactive,S,10002.0
5.02925925925926,False Positive,0.0,2019-10-15,Thursday,Aldi,7002.0,Shampoo,4.0,Inactive,M,10002.0
7.142417582417582,Missed,1.0,2019-11-10,Sunday,Aldi,7003.0,Butter,3.0,1,L,10002.0
1.9355,Missed,1.0,2019-11-03,Tuesday,Lidl,7003.0,Butter,9.0,1,S,10002.0
4.7525,False Positive,0.0,2019-08-30,Wednesday,M&S,7003.0,Butter,35.0,Inactive,M,10002.0
7.202142857142856,96,1.0,2019-11-10,Sunday,Tesco,7006.0,Chicken,101.0,0,L,10002.0
2.222978723404256,False Positive,0.0,2019-11-08,Monday,Aldi,7006.0,Chicken,3.0,Inactive,S,10002.0
5.074444444444445,Missed,1.0,2019-11-03,Tuesday,Lidl,7006.0,Chicken,8.0,1,M,10002.0
7.357317073170731,4,1.0,2019-11-10,Sunday,Aldi,7004.0,Bread,9.0,0,L,10002.0
2.142,0,1.0,2019-11-08,Tuesday,Aldi,7004.0,Bread,7.0,0,S,10002.0
5.034137931034482,False Positive,0.0,2019-10-08,Saturday,Aldi,7004.0,Bread,18.0,Inactive,M,10002.0
2.031076923076923,Missed,1.0,2019-11-10,Sunday,Aldi,7012.0,Freshener,4.0,1,S,10002.0
4.970655737704918,False Positive,0.0,2019-11-08,Tuesday,Aldi,7012.0,Freshener,3.0,Inactive,M,10002.0
6.5633333333333335,34,1.0,2019-09-23,Thursday,Spar,7012.0,Freshener,87.0,0,L,10002.0
2.0362499999999994,1,1.0,2019-11-12,Monday,Spar,7000.0,Milk,4.0,0,S,10003.0
5.025490196078433,Missed,1.0,2019-11-07,Wednesday,Tesco,7000.0,Milk,5.0,1,M,10003.0
7.264583333333331,Missed,1.0,2019-11-04,Friday,Spar,7000.0,Milk,8.0,1,L,10003.0
4.942448979591838,0,1.0,2019-11-12,Friday,Spar,7014.0,Cookies,3.0,0,M,10003.0
2.4259259259259256,10,1.0,2019-11-01,Friday,Tesco,7014.0,Cookies,24.0,0,S,10003.0
7.203174603174604,False Positive,0.0,2019-10-21,Saturday,Spar,7014.0,Cookies,4.0,Inactive,L,10003.0
5.065625,1,1.0,2019-11-12,Friday,Spar,7001.0,Soap,4.0,0,M,10003.0
7.0236,Missed,1.0,2019-11-07,Saturday,Tesco,7001.0,Soap,4.0,2,L,10003.0
2.3868292682926837,False Positive,0.0,2019-10-30,Wednesday,Tesco,7001.0,Soap,3.0,Inactive,S,10003.0
5.0397727272727275,0,1.0,2019-11-12,Friday,Tesco,7011.0,Rice,3.0,0,M,10003.0
7.24945945945946,2,1.0,2019-11-07,Thursday,Spar,7011.0,Rice,10.0,0,L,10003.0
2.0850000000000004,False Positive,0.0,2019-11-01,Wednesday,Tesco,7011.0,Rice,3.0,Inactive,S,10003.0
4.976133333333333,0,1.0,2019-11-12,Sunday,Spar,7009.0,Sugar,3.0,0,M,10003.0
2.2368571428571427,Missed,1.0,2019-11-07,Friday,Tesco,7009.0,Sugar,6.0,1,S,10003.0
7.417241379310346,Missed,1.0,2019-10-08,Saturday,M&S,7009.0,Sugar,19.0,2,L,10003.0
5.308421052631579,0,1.0,2019-11-12,Sunday,Tesco,7004.0,Bread,3.0,0,M,10003.0
7.348709677419356,Missed,1.0,2019-11-07,Wednesday,Spar,7004.0,Bread,4.0,2,L,10003.0
2.2741379310344834,Missed,1.0,2019-11-04,Friday,Spar,7004.0,Bread,6.0,1,S,10003.0
7.434242424242424,0,1.0,2019-11-12,Wednesday,Tesco,7006.0,Chicken,3.0,0,L,10003.0
2.18948275862069,Missed,1.0,2019-11-07,Friday,Aldi,7006.0,Chicken,4.0,2,S,10003.0
4.954791666666666,False Positive,0.0,2019-10-30,Wednesday,Spar,7006.0,Chicken,4.0,Inactive,M,10003.0
7.330465116279069,0,1.0,2019-11-12,Monday,Tesco,7003.0,Butter,3.0,0,L,10003.0
2.175833333333333,False Positive,0.0,2019-11-01,Saturday,Spar,7003.0,Butter,3.0,Inactive,S,10003.0
5.0058823529411764,2,1.0,2019-10-30,Wednesday,Spar,7003.0,Butter,18.0,0,M,10003.0
7.425384615384616,0,1.0,2019-11-12,Wednesday,Spar,7002.0,Shampoo,3.0,0,L,10003.0
4.936785714285714,10,1.0,2019-11-07,Monday,Tesco,7002.0,Shampoo,18.0,0,M,10003.0
2.287575757575758,Missed,1.0,2019-10-08,Friday,Tesco,7002.0,Shampoo,21.0,1,S,10003.0
7.368571428571429,4,1.0,2019-11-12,Wednesday,Tesco,7010.0,Cooking Oil,7.0,0,L,10003.0
2.143921568627451,False Positive,0.0,2019-11-07,Friday,Tesco,7010.0,Cooking Oil,3.0,Inactive,S,10003.0
5.123260869565217,False Positive,0.0,2019-11-04,Saturday,Tesco,7010.0,Cooking Oil,4.0,Inactive,M,10003.0
7.3354838709677415,5,1.0,2019-11-12,Wednesday,Tesco,7007.0,Beef,8.0,0,L,10003.0
4.987,Missed,1.0,2019-11-07,Friday,Tesco,7007.0,Beef,4.0,2,M,10003.0
2.083947368421053,2,1.0,2019-11-04,Tuesday,Spar,7007.0,Beef,13.0,0,S,10003.0
7.349218749999999,False Positive,0.0,2019-11-10,Friday,M&S,7011.0,Rice,2.0,Inactive,L,10004.0
2.0677272727272733,Missed,1.0,2019-11-08,Monday,M&S,7011.0,Rice,6.0,1,S,10004.0
4.95,Missed,1.0,2019-10-03,Monday,Tesco,7011.0,Rice,39.0,1,M,10004.0
7.175441176470589,3,1.0,2019-11-10,Wednesday,M&S,7000.0,Milk,8.0,0,L,10004.0
5.007076923076923,0,1.0,2019-11-08,Friday,M&S,7000.0,Milk,7.0,0,M,10004.0
2.2600000000000002,False Positive,0.0,2019-08-19,Sunday,Spar,7000.0,Milk,28.0,Inactive,S,10004.0
7.407200000000001,Missed,1.0,2019-11-10,Wednesday,M&S,7005.0,Sauce,4.0,1,L,10004.0
5.064313725490197,False Positive,0.0,2019-11-08,Friday,M&S,7005.0,Sauce,3.0,Inactive,M,10004.0
2.2147727272727273,False Positive,0.0,2019-11-04,Monday,M&S,7005.0,Sauce,3.0,Inactive,S,10004.0
7.2399999999999975,Missed,1.0,2019-11-10,Monday,M&S,7004.0,Bread,3.0,1,L,10004.0
2.2249999999999996,False Positive,0.0,2019-10-30,Tuesday,M&S,7004.0,Bread,4.0,Inactive,S,10004.0
4.970000000000001,7,1.0,2019-10-28,Monday,Aldi,7004.0,Bread,25.0,0,M,10004.0
2.2481944444444437,Missed,1.0,2019-11-10,Monday,M&S,7008.0,Coffee,3.0,1,S,10004.0
4.9786206896551715,Missed,1.0,2019-11-08,Wednesday,M&S,7008.0,Coffee,6.0,1,M,10004.0
6.968666666666667,False Positive,0.0,2019-10-03,Monday,Spar,7008.0,Coffee,2.0,Inactive,L,10004.0
5.064901960784314,1,1.0,2019-11-10,Tuesday,M&S,7013.0,Bleach,6.0,0,M,10004.0
2.427884615384615,False Positive,0.0,2019-11-08,Sunday,M&S,7013.0,Bleach,3.0,Inactive,S,10004.0
7.360952380952377,False Positive,0.0,2019-11-04,Monday,M&S,7013.0,Bleach,4.0,Inactive,L,10004.0
2.4479999999999995,0,1.0,2019-11-10,Friday,M&S,7015.0,Chips,5.0,0,S,10004.0
7.00395348837209,False Positive,0.0,2019-11-08,Saturday,M&S,7015.0,Chips,3.0,Inactive,L,10004.0
5.001176470588234,False Positive,0.0,2019-10-28,Monday,Tesco,7015.0,Chips,3.0,Inactive,M,10004.0
2.1185714285714283,Missed,1.0,2019-11-10,Friday,M&S,7007.0,Beef,3.0,1,S,10004.0
5.119365079365081,False Positive,0.0,2019-11-08,Sunday,M&S,7007.0,Beef,3.0,Inactive,M,10004.0
6.954166666666666,False Positive,0.0,2019-08-19,Monday,Tesco,7007.0,Beef,14.0,Inactive,L,10004.0
7.327500000000001,Missed,1.0,2019-11-09,Tuesday,Spar,7010.0,Cooking Oil,4.0,1,L,10005.0
5.004594594594595,False Positive,0.0,2019-11-02,Sunday,Spar,7010.0,Cooking Oil,3.0,Inactive,M,10005.0
2.1395161290322577,False Positive,0.0,2019-10-22,Friday,Aldi,7010.0,Cooking Oil,9.0,Inactive,S,10005.0
5.094615384615385,Missed,1.0,2019-11-09,Saturday,Aldi,7013.0,Bleach,5.0,1,M,10005.0
7.369142857142857,Missed,1.0,2019-11-05,Friday,Spar,7013.0,Bleach,6.0,1,L,10005.0
2.399166666666667,False Positive,0.0,2019-11-02,Wednesday,Aldi,7013.0,Bleach,4.0,Inactive,S,10005.0
7.075666666666666,9,1.0,2019-11-09,Sunday,Spar,7015.0,Chips,15.0,0,L,10005.0
4.8748000000000005,False Positive,0.0,2019-11-05,Wednesday,Spar,7015.0,Chips,3.0,Inactive,M,10005.0
2.249701492537314,False Positive,0.0,2019-10-26,Sunday,Aldi,7015.0,Chips,4.0,Inactive,S,10005.0
7.115087719298247,Missed,1.0,2019-11-09,Thursday,Spar,7005.0,Sauce,4.0,1,L,10005.0
2.1391525423728805,False Positive,0.0,2019-10-26,Sunday,Spar,7005.0,Sauce,3.0,Inactive,S,10005.0
5.019677419354838,False Positive,0.0,2019-10-22,Monday,Aldi,7005.0,Sauce,11.0,Inactive,M,10005.0
7.274464285714287,Missed,1.0,2019-11-09,Saturday,Spar,7004.0,Bread,4.0,1,L,10005.0
2.3605797101449273,False Positive,0.0,2019-11-02,Sunday,Spar,7004.0,Bread,3.0,Inactive,S,10005.0
4.996818181818183,False Positive,0.0,2019-10-07,Tuesday,Aldi,7004.0,Bread,12.0,Inactive,M,10005.0
7.1495789473684175,Missed,1.0,2019-11-09,Sunday,Aldi,7003.0,Butter,4.0,1,L,10005.0
4.859000000000001,Missed,1.0,2019-10-11,Thursday,Spar,7003.0,Butter,18.0,1,M,10005.0
2.39875,False Positive,0.0,2019-09-28,Sunday,Spar,7003.0,Butter,6.0,Inactive,S,10005.0
7.2128125,Missed,1.0,2019-11-09,Friday,Spar,7014.0,Cookies,4.0,1,L,10005.0
5.015714285714284,False Positive,0.0,2019-11-05,Wednesday,Spar,7014.0,Cookies,4.0,Inactive,M,10005.0
2.2907692307692304,False Positive,0.0,2019-10-26,Monday,Tesco,7014.0,Cookies,9.0,Inactive,S,10005.0
2.018915662650602,Missed,1.0,2019-11-09,Saturday,Aldi,7006.0,Chicken,4.0,1,S,10005.0
7.33448275862069,False Positive,0.0,2019-11-05,Thursday,Spar,7006.0,Chicken,3.0,Inactive,L,10005.0
5.104571428571428,False Positive,0.0,2019-09-10,Sunday,Spar,7006.0,Chicken,5.0,Inactive,M,10005.0
2.242954545454545,Missed,1.0,2019-11-09,Wednesday,Spar,7011.0,Rice,4.0,1,S,10005.0
5.0486666666666675,False Positive,0.0,2019-11-05,Saturday,Aldi,7011.0,Rice,2.0,Inactive,M,10005.0
7.278837209302327,False Positive,0.0,2019-10-22,Thursday,Spar,7011.0,Rice,6.0,Inactive,L,10005.0
2.0959459459459464,6,1.0,2019-11-09,Wednesday,Aldi,7012.0,Freshener,12.0,0,S,10005.0
7.374242424242425,Missed,1.0,2019-11-05,Sunday,Spar,7012.0,Freshener,6.0,1,L,10005.0
5.040909090909093,False Positive,0.0,2019-11-02,Monday,Aldi,7012.0,Freshener,3.0,Inactive,M,10005.0
2.4603225806451605,1,1.0,2019-11-09,Saturday,Tesco,7008.0,Coffee,7.0,0,S,10005.0
7.279400000000001,Missed,1.0,2019-11-05,Wednesday,Spar,7008.0,Coffee,5.0,2,L,10005.0
5.001818181818182,False Positive,0.0,2019-10-18,Friday,Spar,7008.0,Coffee,3.0,Inactive,M,10005.0
7.219122807017546,Missed,1.0,2019-11-11,Monday,Aldi,7003.0,Butter,3.0,1,L,10006.0
2.318125,False Positive,0.0,2019-10-22,Thursday,Lidl,7003.0,Butter,7.0,Inactive,S,10006.0
4.899,False Positive,0.0,2019-09-09,Sunday,Spar,7003.0,Butter,10.0,Inactive,M,10006.0
7.106166666666665,2,1.0,2019-11-11,Monday,Aldi,7014.0,Cookies,6.0,0,L,10006.0
5.044375000000002,Missed,1.0,2019-11-06,Sunday,Aldi,7014.0,Cookies,5.0,1,M,10006.0
2.4943750000000002,False Positive,0.0,2019-10-08,Tuesday,Tesco,7014.0,Cookies,6.0,Inactive,S,10006.0
7.213392857142857,Missed,1.0,2019-11-11,Monday,Aldi,7010.0,Cooking Oil,3.0,1,L,10006.0
2.186037735849056,False Positive,0.0,2019-11-01,Tuesday,Aldi,7010.0,Cooking Oil,5.0,Inactive,S,10006.0
5.012903225806451,False Positive,0.0,2019-09-15,Friday,Tesco,7010.0,Cooking Oil,27.0,Inactive,M,10006.0
2.243809523809524,Missed,1.0,2019-11-11,Tuesday,Aldi,7006.0,Chicken,3.0,1,S,10006.0
5.0765625,False Positive,0.0,2019-11-06,Friday,Tesco,7006.0,Chicken,4.0,Inactive,M,10006.0
7.272083333333335,False Positive,0.0,2019-09-23,Monday,Tesco,7006.0,Chicken,4.0,Inactive,L,10006.0
2.0793650793650795,Missed,1.0,2019-11-11,Thursday,Aldi,7012.0,Freshener,3.0,1,S,10006.0
7.254000000000002,False Positive,0.0,2019-10-22,Monday,Spar,7012.0,Freshener,7.0,Inactive,L,10006.0
4.9092982456140355,False Positive,0.0,2019-10-14,Tuesday,Aldi,7012.0,Freshener,6.0,Inactive,M,10006.0
5.006341463414634,5,1.0,2019-11-11,Tuesday,Tesco,7002.0,Shampoo,9.0,0,M,10006.0
2.144571428571429,0,1.0,2019-11-07,Friday,Aldi,7002.0,Shampoo,8.0,0,S,10006.0
7.273906249999997,False Positive,0.0,2019-10-22,Thursday,Aldi,7002.0,Shampoo,3.0,Inactive,L,10006.0
5.0282758620689645,3,1.0,2019-11-11,Tuesday,Aldi,7001.0,Soap,7.0,0,M,10006.0
1.996666666666667,False Positive,0.0,2019-11-06,Thursday,Tesco,7001.0,Soap,3.0,Inactive,S,10006.0
7.131272727272729,False Positive,0.0,2019-11-01,Monday,Aldi,7001.0,Soap,6.0,Inactive,L,10006.0
5.009104477611938,Missed,1.0,2019-11-11,Thursday,Aldi,7007.0,Beef,3.0,1,M,10006.0
7.2123333333333335,Missed,1.0,2019-11-06,Monday,Tesco,7007.0,Beef,7.0,1,L,10006.0
2.142093023255814,False Positive,0.0,2019-10-14,Tuesday,Aldi,7007.0,Beef,3.0,Inactive,S,10006.0
4.9568085106382975,Missed,1.0,2019-11-11,Friday,Tesco,7000.0,Milk,2.0,2,M,10006.0
2.2556603773584913,False Positive,0.0,2019-11-07,Monday,Aldi,7000.0,Milk,3.0,Inactive,S,10006.0
7.1952500000000015,False Positive,0.0,2019-10-11,Saturday,Aldi,7000.0,Milk,3.0,Inactive,L,10006.0
7.3606060606060595,0,1.0,2019-11-10,Wednesday,Spar,7012.0,Freshener,5.0,0,L,10007.0
5.027837837837837,Missed,1.0,2019-11-04,Thursday,Tesco,7012.0,Freshener,7.0,1,M,10007.0
2.1458695652173914,False Positive,0.0,2019-10-29,Tuesday,Tesco,7012.0,Freshener,4.0,Inactive,S,10007.0
5.002753623188407,Missed,1.0,2019-11-10,Sunday,Tesco,7007.0,Beef,4.0,1,M,10007.0
7.210000000000002,Missed,1.0,2019-11-04,Monday,Tesco,7007.0,Beef,6.0,1,L,10007.0
2.2349999999999994,False Positive,0.0,2019-10-27,Tuesday,Spar,7007.0,Beef,6.0,Inactive,S,10007.0
7.386000000000002,Missed,1.0,2019-11-10,Tuesday,Spar,7002.0,Shampoo,3.0,1,L,10007.0
2.3865625,False Positive,0.0,2019-11-04,Monday,Tesco,7002.0,Shampoo,3.0,Inactive,S,10007.0
4.909090909090909,False Positive,0.0,2019-10-29,Wednesday,M&S,7002.0,Shampoo,3.0,Inactive,M,10007.0
5.079354838709677,Missed,1.0,2019-11-10,Tuesday,Spar,7006.0,Chicken,3.0,1,M,10007.0
1.9740384615384614,False Positive,0.0,2019-11-04,Sunday,Spar,7006.0,Chicken,4.0,Inactive,S,10007.0
7.006285714285713,Missed,1.0,2019-11-02,Wednesday,Spar,7006.0,Chicken,8.0,1,L,10007.0
4.943627450980392,Missed,1.0,2019-11-10,Sunday,Spar,7009.0,Sugar,3.0,1,M,10007.0
2.188695652173913,8,1.0,2019-11-02,Monday,Tesco,7009.0,Sugar,21.0,0,S,10007.0
7.223333333333335,False Positive,0.0,2019-10-29,Tuesday,Tesco,7009.0,Sugar,6.0,Inactive,L,10007.0
5.01648148148148,Missed,1.0,2019-11-10,Tuesday,Spar,7000.0,Milk,3.0,1,M,10007.0
7.332264150943395,False Positive,0.0,2019-11-04,Sunday,Spar,7000.0,Milk,3.0,Inactive,L,10007.0
2.243809523809525,False Positive,0.0,2019-10-23,Tuesday,Spar,7000.0,Milk,11.0,Inactive,S,10007.0
5.047428571428571,10,1.0,2019-11-10,Wednesday,Spar,7011.0,Rice,15.0,0,M,10007.0
2.0998529411764695,False Positive,0.0,2019-11-04,Tuesday,Tesco,7011.0,Rice,3.0,Inactive,S,10007.0
7.092826086956522,False Positive,0.0,2019-10-17,Friday,Spar,7011.0,Rice,3.0,Inactive,L,10007.0
7.266415094339623,4,1.0,2019-11-10,Tuesday,Spar,7001.0,Soap,9.0,0,L,10007.0
2.5823255813953483,False Positive,0.0,2019-11-04,Monday,Spar,7001.0,Soap,3.0,Inactive,S,10007.0
5.11811320754717,False Positive,0.0,2019-11-02,Tuesday,Spar,7001.0,Soap,4.0,Inactive,M,10007.0
7.339777777777778,7,1.0,2019-11-10,Thursday,Spar,7010.0,Cooking Oil,12.0,0,L,10007.0
4.868478260869564,False Positive,0.0,2019-11-02,Tuesday,Spar,7010.0,Cooking Oil,5.0,Inactive,M,10007.0
2.190689655172414,False Positive,0.0,2019-10-20,Saturday,Spar,7010.0,Cooking Oil,4.0,Inactive,S,10007.0
2.301304347826088,Missed,1.0,2019-11-10,Monday,Lidl,7003.0,Butter,3.0,1,S,10007.0
7.257567567567568,False Positive,0.0,2019-11-04,Thursday,Tesco,7003.0,Butter,3.0,Inactive,L,10007.0
4.970344827586208,False Positive,0.0,2019-10-23,Tuesday,Spar,7003.0,Butter,11.0,Inactive,M,10007.0
2.036,Missed,1.0,2019-11-10,Tuesday,Tesco,7013.0,Bleach,3.0,1,S,10007.0
4.925490196078432,False Positive,0.0,2019-11-04,Monday,Spar,7013.0,Bleach,3.0,Inactive,M,10007.0
7.3171052631578934,False Positive,0.0,2019-10-17,Thursday,Spar,7013.0,Bleach,5.0,Inactive,L,10007.0
2.1235849056603766,Missed,1.0,2019-11-10,Tuesday,Spar,7015.0,Chips,3.0,1,S,10007.0
5.0076086956521735,False Positive,0.0,2019-11-04,Sunday,Spar,7015.0,Chips,5.0,Inactive,M,10007.0
7.475999999999999,False Positive,0.0,2019-10-29,Friday,Spar,7015.0,Chips,3.0,Inactive,L,10007.0
7.197636363636362,Missed,1.0,2019-11-10,Monday,Spar,7005.0,Sauce,3.0,1,L,10007.0
2.437454545454545,False Positive,0.0,2019-10-29,Tuesday,Spar,7005.0,Sauce,6.0,Inactive,S,10007.0
5.161282051282051,False Positive,0.0,2019-10-20,Tuesday,Tesco,7005.0,Sauce,3.0,Inactive,M,10007.0
7.333387096774194,0,1.0,2019-11-12,Friday,Spar,7002.0,Shampoo,3.0,0,L,10008.0
